,isocode,period,fatalities_UCDP,population
0,AFG,201001,344.0,27940341.0
1,AFG,201002,536.0,28008755.0
2,AFG,201003,407.0,28077336.0
3,AFG,201004,503.0,28146085.0
4,AFG,201005,502.0,28215003.0
5,AFG,201006,1001.0,28284089.0
6,AFG,201007,751.0,28371232.0
7,AFG,201008,882.0,28458643.0
8,AFG,201009,520.0,28546324.0
9,AFG,201010,766.0,28634275.0
10,AFG,201011,518.0,28722497.0
11,AFG,201012,421.0,28810991.0
12,AFG,201101,524.0,28899757.0
13,AFG,201102,450.0,28988797.0
14,AFG,201103,448.0,29078111.0
15,AFG,201104,553.0,29167700.0
16,AFG,201105,731.0,29257566.0
17,AFG,201106,767.0,29347708.0
18,AFG,201107,884.0,29446871.0
19,AFG,201108,659.0,29546370.0
20,AFG,201109,804.0,29646205.0
21,AFG,201110,677.0,29746377.0
22,AFG,201111,551.0,29846887.0
23,AFG,201112,515.0,29947737.0
24,AFG,201201,362.0,30048928.0
25,AFG,201202,219.0,30150461.0
26,AFG,201203,407.0,30252336.0
27,AFG,201204,647.0,30354557.0
28,AFG,201205,784.0,30457122.0
29,AFG,201206,1157.0,30560034.0
30,AFG,201207,1014.0,30647209.0
31,AFG,201208,886.0,30734633.0
32,AFG,201209,888.0,30822306.0
33,AFG,201210,660.0,30910229.0
34,AFG,201211,451.0,30998403.0
35,AFG,201212,308.0,31086829.0
36,AFG,201301,595.0,31175506.0
37,AFG,201302,381.0,31264437.0
38,AFG,201303,480.0,31353621.0
39,AFG,201304,495.0,31443060.0
40,AFG,201305,1200.0,31532754.0
41,AFG,201306,842.0,31622704.0
42,AFG,201307,1201.0,31718574.0
43,AFG,201308,791.0,31814735.0
44,AFG,201309,782.0,31911187.0
45,AFG,201310,536.0,32007932.0
46,AFG,201311,480.0,32104970.0
47,AFG,201312,348.0,32202302.0
48,AFG,201401,2338.0,32299929.0
49,AFG,201402,468.0,32397852.0
50,AFG,201403,1370.0,32496072.0
51,AFG,201404,538.0,32594590.0
52,AFG,201405,825.0,32693407.0
53,AFG,201406,1074.0,32792523.0
54,AFG,201407,900.0,32877893.0
55,AFG,201408,1159.0,32963486.0
56,AFG,201409,1076.0,33049301.0
57,AFG,201410,842.0,33135340.0
58,AFG,201411,821.0,33221603.0
59,AFG,201412,1138.0,33308091.0
60,AFG,201501,2333.0,33394803.0
61,AFG,201502,1345.0,33481741.0
62,AFG,201503,1046.0,33568906.0
63,AFG,201504,1090.0,33656298.0
64,AFG,201505,1875.0,33743917.0
65,AFG,201506,1485.0,33831764.0
66,AFG,201507,1113.0,33903329.0
67,AFG,201508,1785.0,33975046.0
68,AFG,201509,1993.0,34046915.0
69,AFG,201510,1959.0,34118936.0
70,AFG,201511,854.0,34191108.0
71,AFG,201512,1114.0,34263434.0
72,AFG,201601,1019.0,34335913.0
73,AFG,201602,1428.0,34408545.0
74,AFG,201603,1197.0,34481330.0
75,AFG,201604,1630.0,34554270.0
76,AFG,201605,1917.0,34627364.0
77,AFG,201606,1547.0,34700612.0
78,AFG,201607,1585.0,34781916.0
79,AFG,201608,1875.0,34863411.0
80,AFG,201609,1581.0,34945097.0
81,AFG,201610,3112.0,35026974.0
82,AFG,201611,952.0,35109043.0
83,AFG,201612,876.0,35191304.0
84,AFG,201701,1381.0,35273758.0
85,AFG,201702,1342.0,35356405.0
86,AFG,201703,1995.0,35439246.0
87,AFG,201704,1576.0,35522281.0
88,AFG,201705,1925.0,35605511.0
89,AFG,201706,1012.0,35688935.0
90,AFG,201707,2537.0,35775610.0
91,AFG,201708,2268.0,35862495.0
92,AFG,201709,1690.0,35949591.0
93,AFG,201710,1716.0,36036899.0
94,AFG,201711,1253.0,36124419.0
95,AFG,201712,1081.0,36212152.0
96,AFG,201801,1823.0,36300097.0
97,AFG,201802,1497.0,36388256.0
98,AFG,201803,1511.0,36476630.0
99,AFG,201804,1954.0,36565217.0
100,AFG,201805,2500.0,36654020.0
101,AFG,201806,1773.0,36743039.0
102,AFG,201807,3176.0,36834532.0
103,AFG,201808,2471.0,36926253.0
104,AFG,201809,2427.0,37018203.0
105,AFG,201810,2457.0,37110382.0
106,AFG,201811,2901.0,37202790.0
107,AFG,201812,2399.0,37295428.0
108,AFG,201901,2253.0,37388297.0
109,AFG,201902,1699.0,37481397.0
110,AFG,201903,2410.0,37574729.0
111,AFG,201904,2154.0,37668293.0
112,AFG,201905,2812.0,37762090.0
113,AFG,201906,2734.0,37856121.0
114,AFG,201907,3820.0,37955738.0
115,AFG,201908,2854.0,38055617.0
116,AFG,201909,3526.0,38155759.0
117,AFG,201910,2504.0,38256165.0
118,AFG,201911,1633.0,38356834.0
119,AFG,201912,2036.0,38457769.0
120,AFG,202001,1697.0,38558969.0
121,AFG,202002,2805.0,38660436.0
122,AFG,202003,1190.0,38762169.0
123,AFG,202004,1036.0,38864171.0
124,AFG,202005,1166.0,38966440.0
125,AFG,202006,1478.0,39068979.0
126,AFG,202007,1567.0,39145763.0
127,AFG,202008,1392.0,39222698.0
128,AFG,202009,1778.0,39299784.0
129,AFG,202010,2724.0,39377021.0
130,AFG,202011,1938.0,39454411.0
131,AFG,202012,2063.0,39531952.0
132,AFG,202101,2707.0,39609646.0
133,AFG,202102,2043.0,39687493.0
134,AFG,202103,1774.0,39765492.0
135,AFG,202104,2828.0,39843645.0
136,AFG,202105,4995.0,39921952.0
137,AFG,202106,7662.0,40000412.0
138,AFG,202107,8438.0,40048298.0
139,AFG,202108,5097.0,40096241.0
140,AFG,202109,508.0,40144242.0
141,AFG,202110,234.0,40192300.0
142,AFG,202111,72.0,40240416.0
143,AFG,202112,28.0,40288589.0
144,AFG,202201,42.0,40336820.0
145,AFG,202202,19.0,40385109.0
146,AFG,202203,46.0,40433455.0
147,AFG,202204,372.0,40481859.0
148,AFG,202205,198.0,40530322.0
149,AFG,202206,152.0,40578842.0
150,AFG,202207,68.0,40651123.0
151,AFG,202208,82.0,40723533.0
152,AFG,202209,331.0,40796071.0
153,AFG,202210,109.0,40868739.0
154,AFG,202211,46.0,40941536.0
155,AFG,202212,103.0,41014463.0
156,AFG,202301,54.0,41087520.0
157,AFG,202302,21.0,41160707.0
158,AFG,202303,47.0,41234024.0
159,AFG,202304,52.0,41307472.0
160,AFG,202305,16.0,41381051.0
161,AFG,202306,24.0,41454761.0
162,AFG,202307,15.0,41538212.0
163,AFG,202308,22.0,41621508.0
164,AFG,202309,5.0,41704640.0
165,AFG,202310,49.0,41787601.0
166,AFG,202311,21.0,41870384.0
167,AFG,202312,9.0,41952981.0
168,AFG,202401,26.0,42035386.0
169,AFG,202402,1.0,42117590.0
170,AFG,202403,56.0,42199585.0
171,AFG,202404,12.0,42281364.0
172,AFG,202405,47.0,42362919.0
173,AFG,202406,15.0,42444241.0
174,AFG,202407,17.0,42525323.0
175,AFG,202408,16.0,42606054.0
176,AFG,202409,45.0,42686427.0
177,AFG,202410,15.0,42766430.0
178,AFG,202411,17.0,42846052.0
179,AFG,202412,88.0,42925282.0
182,AGO,201001,2.0,22924014.0
183,AGO,201002,0.0,22997701.0
184,AGO,201003,0.0,23071625.0
185,AGO,201004,0.0,23145786.0
186,AGO,201005,3.0,23220186.0
187,AGO,201006,0.0,23294825.0
188,AGO,201007,0.0,23370422.0
189,AGO,201008,0.0,23446263.0
190,AGO,201009,0.0,23522352.0
191,AGO,201010,0.0,23598686.0
192,AGO,201011,5.0,23675269.0
193,AGO,201012,0.0,23752100.0
194,AGO,201101,0.0,23829181.0
195,AGO,201102,0.0,23906512.0
196,AGO,201103,1.0,23984093.0
197,AGO,201104,0.0,24061927.0
198,AGO,201105,0.0,24140013.0
199,AGO,201106,0.0,24218352.0
200,AGO,201107,0.0,24296857.0
201,AGO,201108,0.0,24375617.0
202,AGO,201109,0.0,24454632.0
203,AGO,201110,0.0,24533903.0
204,AGO,201111,0.0,24613432.0
205,AGO,201112,0.0,24693217.0
206,AGO,201201,0.0,24773262.0
207,AGO,201202,0.0,24853566.0
208,AGO,201203,0.0,24934131.0
209,AGO,201204,0.0,25014956.0
210,AGO,201205,0.0,25096044.0
211,AGO,201206,0.0,25177394.0
212,AGO,201207,0.0,25258301.0
213,AGO,201208,0.0,25339468.0
214,AGO,201209,0.0,25420895.0
215,AGO,201210,0.0,25502584.0
216,AGO,201211,0.0,25584536.0
217,AGO,201212,0.0,25666751.0
218,AGO,201301,0.0,25749231.0
219,AGO,201302,0.0,25831975.0
220,AGO,201303,0.0,25914985.0
221,AGO,201304,0.0,25998262.0
222,AGO,201305,0.0,26081807.0
223,AGO,201306,2.0,26165620.0
224,AGO,201307,0.0,26247138.0
225,AGO,201308,0.0,26328909.0
226,AGO,201309,0.0,26410936.0
227,AGO,201310,0.0,26493218.0
228,AGO,201311,0.0,26575756.0
229,AGO,201312,0.0,26658551.0
230,AGO,201401,0.0,26741605.0
231,AGO,201402,0.0,26824917.0
232,AGO,201403,0.0,26908489.0
233,AGO,201404,0.0,26992321.0
234,AGO,201405,0.0,27076414.0
235,AGO,201406,0.0,27160769.0
236,AGO,201407,0.0,27242489.0
237,AGO,201408,0.0,27324454.0
238,AGO,201409,0.0,27406667.0
239,AGO,201410,0.0,27489126.0
240,AGO,201411,0.0,27571834.0
241,AGO,201412,0.0,27654791.0
242,AGO,201501,0.0,27737997.0
243,AGO,201502,1.0,27821453.0
244,AGO,201503,0.0,27905161.0
245,AGO,201504,0.0,27989120.0
246,AGO,201505,0.0,28073333.0
247,AGO,201506,0.0,28157798.0
248,AGO,201507,0.0,28241844.0
249,AGO,201508,0.0,28326140.0
250,AGO,201509,0.0,28410689.0
251,AGO,201510,0.0,28495489.0
252,AGO,201511,0.0,28580543.0
253,AGO,201512,0.0,28665851.0
254,AGO,201601,16.0,28751413.0
255,AGO,201602,0.0,28837230.0
256,AGO,201603,0.0,28923304.0
257,AGO,201604,0.0,29009635.0
258,AGO,201605,0.0,29096223.0
259,AGO,201606,2.0,29183070.0
260,AGO,201607,2.0,29269302.0
261,AGO,201608,1.0,29355789.0
262,AGO,201609,3.0,29442531.0
263,AGO,201610,0.0,29529530.0
264,AGO,201611,2.0,29616786.0
265,AGO,201612,0.0,29704300.0
266,AGO,201701,9.0,29792072.0
267,AGO,201702,9.0,29880104.0
268,AGO,201703,0.0,29968395.0
269,AGO,201704,0.0,30056948.0
270,AGO,201705,3.0,30145762.0
271,AGO,201706,1.0,30234839.0
272,AGO,201707,0.0,30321971.0
273,AGO,201708,1.0,30409354.0
274,AGO,201709,0.0,30496989.0
275,AGO,201710,0.0,30584876.0
276,AGO,201711,0.0,30673017.0
277,AGO,201712,3.0,30761412.0
278,AGO,201801,0.0,30850061.0
279,AGO,201802,0.0,30938966.0
280,AGO,201803,1.0,31028127.0
281,AGO,201804,0.0,31117545.0
282,AGO,201805,0.0,31207221.0
283,AGO,201806,1.0,31297155.0
284,AGO,201807,2.0,31385639.0
285,AGO,201808,0.0,31474373.0
286,AGO,201809,0.0,31563359.0
287,AGO,201810,20.0,31652595.0
288,AGO,201811,0.0,31742084.0
289,AGO,201812,0.0,31831826.0
290,AGO,201901,17.0,31921822.0
291,AGO,201902,2.0,32012072.0
292,AGO,201903,5.0,32102578.0
293,AGO,201904,0.0,32193339.0
294,AGO,201905,0.0,32284357.0
295,AGO,201906,2.0,32375632.0
296,AGO,201907,0.0,32463921.0
297,AGO,201908,0.0,32552450.0
298,AGO,201909,0.0,32641221.0
299,AGO,201910,0.0,32730234.0
300,AGO,201911,0.0,32819490.0
301,AGO,201912,0.0,32908989.0
302,AGO,202001,14.0,32998732.0
303,AGO,202002,0.0,33088720.0
304,AGO,202003,0.0,33178953.0
305,AGO,202004,0.0,33269432.0
306,AGO,202005,1.0,33360159.0
307,AGO,202006,5.0,33451132.0
308,AGO,202007,5.0,33539932.0
309,AGO,202008,1.0,33628968.0
310,AGO,202009,2.0,33718240.0
311,AGO,202010,0.0,33807749.0
312,AGO,202011,1.0,33897496.0
313,AGO,202012,0.0,33987481.0
314,AGO,202101,10.0,34077704.0
315,AGO,202102,0.0,34168168.0
316,AGO,202103,0.0,34258871.0
317,AGO,202104,0.0,34349816.0
318,AGO,202105,2.0,34441001.0
319,AGO,202106,0.0,34532429.0
320,AGO,202107,0.0,34622994.0
321,AGO,202108,0.0,34713798.0
322,AGO,202109,0.0,34804839.0
323,AGO,202110,0.0,34896119.0
324,AGO,202111,1.0,34987638.0
325,AGO,202112,0.0,35079397.0
326,AGO,202201,19.0,35171397.0
327,AGO,202202,0.0,35263638.0
328,AGO,202203,0.0,35356122.0
329,AGO,202204,0.0,35448847.0
330,AGO,202205,0.0,35541816.0
331,AGO,202206,0.0,35635029.0
332,AGO,202207,0.0,35726629.0
333,AGO,202208,1.0,35818465.0
334,AGO,202209,0.0,35910537.0
335,AGO,202210,0.0,36002845.0
336,AGO,202211,0.0,36095391.0
337,AGO,202212,1.0,36188174.0
338,AGO,202301,0.0,36281196.0
339,AGO,202302,0.0,36374458.0
340,AGO,202303,0.0,36467959.0
341,AGO,202304,0.0,36561700.0
342,AGO,202305,0.0,36655682.0
343,AGO,202306,0.0,36749906.0
344,AGO,202307,0.0,36848410.0
345,AGO,202308,0.0,36947092.0
346,AGO,202309,0.0,37045947.0
347,AGO,202310,0.0,37144975.0
348,AGO,202311,0.0,37244173.0
349,AGO,202312,0.0,37343541.0
350,AGO,202401,0.0,37443076.0
351,AGO,202402,5.0,37542778.0
352,AGO,202403,0.0,37642643.0
353,AGO,202404,0.0,37742671.0
354,AGO,202405,5.0,37842860.0
355,AGO,202406,0.0,37943207.0
356,AGO,202407,0.0,38043711.0
357,AGO,202408,0.0,38144434.0
358,AGO,202409,0.0,38245374.0
359,AGO,202410,0.0,38346530.0
360,AGO,202411,0.0,38447902.0
361,AGO,202412,0.0,38549489.0
364,ALB,201001,0.0,2919053.0
365,ALB,201002,0.0,2917846.0
366,ALB,201003,0.0,2916639.0
367,ALB,201004,0.0,2915432.0
368,ALB,201005,0.0,2914226.0
369,ALB,201006,0.0,2913021.0
370,ALB,201007,0.0,2912368.0
371,ALB,201008,0.0,2911715.0
372,ALB,201009,0.0,2911063.0
373,ALB,201010,0.0,2910410.0
374,ALB,201011,0.0,2909758.0
375,ALB,201012,0.0,2909105.0
376,ALB,201101,0.0,2908453.0
377,ALB,201102,0.0,2907801.0
378,ALB,201103,0.0,2907150.0
379,ALB,201104,0.0,2906498.0
380,ALB,201105,0.0,2905846.0
381,ALB,201106,0.0,2905195.0
382,ALB,201107,0.0,2904795.0
383,ALB,201108,0.0,2904395.0
384,ALB,201109,0.0,2903996.0
385,ALB,201110,0.0,2903596.0
386,ALB,201111,0.0,2903197.0
387,ALB,201112,0.0,2902797.0
388,ALB,201201,0.0,2902398.0
389,ALB,201202,0.0,2901998.0
390,ALB,201203,0.0,2901599.0
391,ALB,201204,0.0,2901199.0
392,ALB,201205,0.0,2900800.0
393,ALB,201206,0.0,2900401.0
394,ALB,201207,0.0,2899958.0
395,ALB,201208,0.0,2899515.0
396,ALB,201209,0.0,2899073.0
397,ALB,201210,0.0,2898630.0
398,ALB,201211,0.0,2898188.0
399,ALB,201212,0.0,2897745.0
400,ALB,201301,0.0,2897303.0
401,ALB,201302,0.0,2896861.0
402,ALB,201303,0.0,2896418.0
403,ALB,201304,0.0,2895976.0
404,ALB,201305,0.0,2895534.0
405,ALB,201306,0.0,2895092.0
406,ALB,201307,0.0,2894593.0
407,ALB,201308,0.0,2894093.0
408,ALB,201309,0.0,2893594.0
409,ALB,201310,0.0,2893095.0
410,ALB,201311,0.0,2892595.0
411,ALB,201312,0.0,2892096.0
412,ALB,201401,0.0,2891597.0
413,ALB,201402,0.0,2891099.0
414,ALB,201403,0.0,2890600.0
415,ALB,201404,0.0,2890101.0
416,ALB,201405,0.0,2889603.0
417,ALB,201406,0.0,2889104.0
418,ALB,201407,0.0,2888403.0
419,ALB,201408,0.0,2887702.0
420,ALB,201409,0.0,2887001.0
421,ALB,201410,0.0,2886301.0
422,ALB,201411,0.0,2885601.0
423,ALB,201412,0.0,2884900.0
424,ALB,201501,0.0,2884200.0
425,ALB,201502,0.0,2883501.0
426,ALB,201503,0.0,2882801.0
427,ALB,201504,0.0,2882101.0
428,ALB,201505,0.0,2881402.0
429,ALB,201506,0.0,2880703.0
430,ALB,201507,0.0,2880319.0
431,ALB,201508,0.0,2879935.0
432,ALB,201509,0.0,2879552.0
433,ALB,201510,0.0,2879168.0
434,ALB,201511,0.0,2878785.0
435,ALB,201512,0.0,2878401.0
436,ALB,201601,0.0,2878018.0
437,ALB,201602,0.0,2877634.0
438,ALB,201603,0.0,2877251.0
439,ALB,201604,0.0,2876867.0
440,ALB,201605,0.0,2876484.0
441,ALB,201606,0.0,2876101.0
442,ALB,201607,0.0,2875881.0
443,ALB,201608,0.0,2875660.0
444,ALB,201609,0.0,2875440.0
445,ALB,201610,0.0,2875219.0
446,ALB,201611,0.0,2874999.0
447,ALB,201612,0.0,2874779.0
448,ALB,201701,0.0,2874558.0
449,ALB,201702,0.0,2874338.0
450,ALB,201703,0.0,2874118.0
451,ALB,201704,0.0,2873897.0
452,ALB,201705,0.0,2873677.0
453,ALB,201706,0.0,2873457.0
454,ALB,201707,0.0,2872866.0
455,ALB,201708,0.0,2872276.0
456,ALB,201709,0.0,2871685.0
457,ALB,201710,0.0,2871095.0
458,ALB,201711,0.0,2870504.0
459,ALB,201712,0.0,2869914.0
460,ALB,201801,0.0,2869324.0
461,ALB,201802,0.0,2868734.0
462,ALB,201803,0.0,2868145.0
463,ALB,201804,0.0,2867555.0
464,ALB,201805,0.0,2866965.0
465,ALB,201806,0.0,2866376.0
466,ALB,201807,0.0,2865359.0
467,ALB,201808,0.0,2864342.0
468,ALB,201809,0.0,2863325.0
469,ALB,201810,0.0,2862309.0
470,ALB,201811,0.0,2861293.0
471,ALB,201812,0.0,2860277.0
472,ALB,201901,0.0,2859262.0
473,ALB,201902,0.0,2858247.0
474,ALB,201903,0.0,2857232.0
475,ALB,201904,0.0,2856218.0
476,ALB,201905,0.0,2855204.0
477,ALB,201906,0.0,2854191.0
478,ALB,201907,0.0,2852826.0
479,ALB,201908,0.0,2851461.0
480,ALB,201909,0.0,2850097.0
481,ALB,201910,0.0,2848733.0
482,ALB,201911,0.0,2847370.0
483,ALB,201912,0.0,2846008.0
484,ALB,202001,0.0,2844647.0
485,ALB,202002,0.0,2843286.0
486,ALB,202003,0.0,2841926.0
487,ALB,202004,0.0,2840566.0
488,ALB,202005,0.0,2839207.0
489,ALB,202006,0.0,2837849.0
490,ALB,202007,0.0,2835658.0
491,ALB,202008,0.0,2833468.0
492,ALB,202009,0.0,2831280.0
493,ALB,202010,0.0,2829094.0
494,ALB,202011,0.0,2826910.0
495,ALB,202012,0.0,2824727.0
496,ALB,202101,0.0,2822546.0
497,ALB,202102,0.0,2820367.0
498,ALB,202103,0.0,2818189.0
499,ALB,202104,0.0,2816013.0
500,ALB,202105,0.0,2813839.0
501,ALB,202106,0.0,2811666.0
502,ALB,202107,0.0,2808819.0
503,ALB,202108,0.0,2805974.0
504,ALB,202109,0.0,2803133.0
505,ALB,202110,0.0,2800294.0
506,ALB,202111,0.0,2797459.0
507,ALB,202112,0.0,2794626.0
508,ALB,202201,0.0,2791796.0
509,ALB,202202,0.0,2788969.0
510,ALB,202203,0.0,2786145.0
511,ALB,202204,0.0,2783323.0
512,ALB,202205,0.0,2780505.0
513,ALB,202206,0.0,2777689.0
514,ALB,202207,0.0,2775032.0
515,ALB,202208,0.0,2772378.0
516,ALB,202209,0.0,2769726.0
517,ALB,202210,0.0,2767076.0
518,ALB,202211,0.0,2764429.0
519,ALB,202212,0.0,2761785.0
520,ALB,202301,0.0,2759143.0
521,ALB,202302,0.0,2756504.0
522,ALB,202303,0.0,2753867.0
523,ALB,202304,0.0,2751233.0
524,ALB,202305,0.0,2748601.0
525,ALB,202306,0.0,2745972.0
526,ALB,202307,0.0,2744009.0
527,ALB,202308,0.0,2742031.0
528,ALB,202309,0.0,2740038.0
529,ALB,202310,0.0,2738030.0
530,ALB,202311,0.0,2736007.0
531,ALB,202312,0.0,2733968.0
532,ALB,202401,0.0,2731913.0
533,ALB,202402,0.0,2729841.0
534,ALB,202403,0.0,2727753.0
535,ALB,202404,0.0,2725649.0
536,ALB,202405,0.0,2723527.0
537,ALB,202406,0.0,2721388.0
538,ALB,202407,0.0,2719232.0
539,ALB,202408,0.0,2717063.0
540,ALB,202409,0.0,2714882.0
541,ALB,202410,0.0,2712688.0
542,ALB,202411,0.0,2710482.0
543,ALB,202412,0.0,2708262.0
546,ARE,201001,1.0,6801538.0
547,ARE,201002,0.0,6815144.0
548,ARE,201003,0.0,6828776.0
549,ARE,201004,0.0,6842436.0
550,ARE,201005,0.0,6856123.0
551,ARE,201006,0.0,6869838.0
552,ARE,201007,0.0,6889097.0
553,ARE,201008,0.0,6908409.0
554,ARE,201009,0.0,6927776.0
555,ARE,201010,0.0,6947197.0
556,ARE,201011,0.0,6966672.0
557,ARE,201012,0.0,6986202.0
558,ARE,201101,0.0,7005787.0
559,ARE,201102,0.0,7025427.0
560,ARE,201103,0.0,7045122.0
561,ARE,201104,0.0,7064872.0
562,ARE,201105,0.0,7084677.0
563,ARE,201106,0.0,7104538.0
564,ARE,201107,0.0,7128016.0
565,ARE,201108,0.0,7151571.0
566,ARE,201109,0.0,7175204.0
567,ARE,201110,0.0,7198915.0
568,ARE,201111,0.0,7222705.0
569,ARE,201112,0.0,7246573.0
570,ARE,201201,0.0,7270520.0
571,ARE,201202,0.0,7294547.0
572,ARE,201203,0.0,7318652.0
573,ARE,201204,0.0,7342837.0
574,ARE,201205,0.0,7367103.0
575,ARE,201206,0.0,7391448.0
576,ARE,201207,0.0,7416122.0
577,ARE,201208,0.0,7440878.0
578,ARE,201209,0.0,7465717.0
579,ARE,201210,0.0,7490639.0
580,ARE,201211,0.0,7515644.0
581,ARE,201212,0.0,7540732.0
582,ARE,201301,0.0,7565904.0
583,ARE,201302,0.0,7591160.0
584,ARE,201303,0.0,7616501.0
585,ARE,201304,0.0,7641926.0
586,ARE,201305,0.0,7667436.0
587,ARE,201306,0.0,7693031.0
588,ARE,201307,0.0,7722918.0
589,ARE,201308,0.0,7752921.0
590,ARE,201309,0.0,7783041.0
591,ARE,201310,0.0,7813278.0
592,ARE,201311,0.0,7843632.0
593,ARE,201312,0.0,7874105.0
594,ARE,201401,0.0,7904695.0
595,ARE,201402,0.0,7935405.0
596,ARE,201403,0.0,7966233.0
597,ARE,201404,0.0,7997182.0
598,ARE,201405,0.0,8028251.0
599,ARE,201406,0.0,8059440.0
600,ARE,201407,0.0,8095680.0
601,ARE,201408,0.0,8132083.0
602,ARE,201409,0.0,8168649.0
603,ARE,201410,0.0,8205380.0
604,ARE,201411,0.0,8242277.0
605,ARE,201412,0.0,8279339.0
606,ARE,201501,0.0,8316567.0
607,ARE,201502,0.0,8353963.0
608,ARE,201503,0.0,8391528.0
609,ARE,201504,0.0,8429261.0
610,ARE,201505,0.0,8467164.0
611,ARE,201506,0.0,8505237.0
612,ARE,201507,0.0,8540255.0
613,ARE,201508,0.0,8575416.0
614,ARE,201509,0.0,8610723.0
615,ARE,201510,0.0,8646175.0
616,ARE,201511,0.0,8681772.0
617,ARE,201512,0.0,8717517.0
618,ARE,201601,0.0,8753408.0
619,ARE,201602,0.0,8789448.0
620,ARE,201603,0.0,8825635.0
621,ARE,201604,0.0,8861972.0
622,ARE,201605,0.0,8898458.0
623,ARE,201606,0.0,8935095.0
624,ARE,201607,0.0,8958758.0
625,ARE,201608,0.0,8982484.0
626,ARE,201609,0.0,9006272.0
627,ARE,201610,0.0,9030124.0
628,ARE,201611,0.0,9054039.0
629,ARE,201612,0.0,9078017.0
630,ARE,201701,0.0,9102059.0
631,ARE,201702,0.0,9126164.0
632,ARE,201703,0.0,9150333.0
633,ARE,201704,0.0,9174566.0
634,ARE,201705,0.0,9198863.0
635,ARE,201706,0.0,9223225.0
636,ARE,201707,0.0,9233452.0
637,ARE,201708,0.0,9243690.0
638,ARE,201709,0.0,9253940.0
639,ARE,201710,0.0,9264201.0
640,ARE,201711,0.0,9274474.0
641,ARE,201712,0.0,9284758.0
642,ARE,201801,0.0,9295053.0
643,ARE,201802,0.0,9305360.0
644,ARE,201803,0.0,9315678.0
645,ARE,201804,0.0,9326007.0
646,ARE,201805,0.0,9336348.0
647,ARE,201806,0.0,9346701.0
648,ARE,201807,0.0,9354918.0
649,ARE,201808,0.0,9363143.0
650,ARE,201809,0.0,9371374.0
651,ARE,201810,0.0,9379613.0
652,ARE,201811,0.0,9387859.0
653,ARE,201812,0.0,9396112.0
654,ARE,201901,0.0,9404373.0
655,ARE,201902,0.0,9412641.0
656,ARE,201903,0.0,9420916.0
657,ARE,201904,0.0,9429198.0
658,ARE,201905,0.0,9437488.0
659,ARE,201906,0.0,9445785.0
660,ARE,201907,0.0,9442048.0
661,ARE,201908,0.0,9438312.0
662,ARE,201909,0.0,9434578.0
663,ARE,201910,0.0,9430846.0
664,ARE,201911,0.0,9427115.0
665,ARE,201912,0.0,9423385.0
666,ARE,202001,0.0,9419657.0
667,ARE,202002,0.0,9415930.0
668,ARE,202003,0.0,9412205.0
669,ARE,202004,0.0,9408481.0
670,ARE,202005,0.0,9404759.0
671,ARE,202006,0.0,9401038.0
672,ARE,202007,0.0,9415426.0
673,ARE,202008,0.0,9429836.0
674,ARE,202009,0.0,9444267.0
675,ARE,202010,0.0,9458721.0
676,ARE,202011,0.0,9473197.0
677,ARE,202012,0.0,9487696.0
678,ARE,202101,0.0,9502216.0
679,ARE,202102,0.0,9516759.0
680,ARE,202103,0.0,9531323.0
681,ARE,202104,0.0,9545911.0
682,ARE,202105,0.0,9560520.0
683,ARE,202106,0.0,9575152.0
684,ARE,202107,0.0,9615840.0
685,ARE,202108,0.0,9656700.0
686,ARE,202109,0.0,9697734.0
687,ARE,202110,0.0,9738943.0
688,ARE,202111,0.0,9780326.0
689,ARE,202112,0.0,9821886.0
690,ARE,202201,3.0,9863622.0
691,ARE,202202,0.0,9905535.0
692,ARE,202203,0.0,9947626.0
693,ARE,202204,0.0,9989897.0
694,ARE,202205,0.0,10032347.0
695,ARE,202206,0.0,10074977.0
696,ARE,202207,0.0,10108424.0
697,ARE,202208,0.0,10141982.0
698,ARE,202209,0.0,10175651.0
699,ARE,202210,0.0,10209433.0
700,ARE,202211,0.0,10243326.0
701,ARE,202212,0.0,10277332.0
702,ARE,202301,0.0,10311451.0
703,ARE,202302,0.0,10345683.0
704,ARE,202303,0.0,10380028.0
705,ARE,202304,0.0,10414488.0
706,ARE,202305,0.0,10449062.0
707,ARE,202306,0.0,10483751.0
708,ARE,202307,0.0,10503844.0
709,ARE,202308,0.0,10524151.0
710,ARE,202309,0.0,10544679.0
711,ARE,202310,0.0,10565433.0
712,ARE,202311,0.0,10586416.0
713,ARE,202312,0.0,10607633.0
714,ARE,202401,0.0,10629088.0
715,ARE,202402,0.0,10650786.0
716,ARE,202403,0.0,10672731.0
717,ARE,202404,0.0,10694927.0
718,ARE,202405,0.0,10717381.0
719,ARE,202406,0.0,10740096.0
720,ARE,202407,0.0,10763078.0
721,ARE,202408,0.0,10786560.0
722,ARE,202409,0.0,10810550.0
723,ARE,202410,0.0,10835057.0
724,ARE,202411,0.0,10860092.0
725,ARE,202412,0.0,10885668.0
728,ARG,201001,0.0,41107361.0
729,ARG,201002,0.0,41143563.0
730,ARG,201003,0.0,41179798.0
731,ARG,201004,0.0,41216065.0
732,ARG,201005,0.0,41252363.0
733,ARG,201006,0.0,41288694.0
734,ARG,201007,0.0,41325345.0
735,ARG,201008,0.0,41362029.0
736,ARG,201009,0.0,41398745.0
737,ARG,201010,0.0,41435493.0
738,ARG,201011,0.0,41472275.0
