,isocode,period,fatalities_UCDP,population
19818,MNG,202307,0.0,3485886.0
19819,MNG,202308,0.0,3490624.0
19820,MNG,202309,0.0,3495358.0
19821,MNG,202310,0.0,3500088.0
19822,MNG,202311,0.0,3504815.0
19823,MNG,202312,0.0,3509538.0
19824,MNG,202401,0.0,3514256.0
19825,MNG,202402,0.0,3518970.0
19826,MNG,202403,0.0,3523680.0
19827,MNG,202404,0.0,3528384.0
19828,MNG,202405,0.0,3533083.0
19829,MNG,202406,0.0,3537777.0
19830,MNG,202407,0.0,3542466.0
19831,MNG,202408,0.0,3547150.0
19832,MNG,202409,0.0,3551830.0
19833,MNG,202410,0.0,3556504.0
19834,MNG,202411,0.0,3561175.0
19835,MNG,202412,0.0,3565840.0
19838,MOZ,201001,0.0,22744136.0
19839,MOZ,201002,0.0,22794929.0
19840,MOZ,201003,0.0,22845835.0
19841,MOZ,201004,0.0,22896854.0
19842,MOZ,201005,0.0,22947987.0
19843,MOZ,201006,0.0,22999235.0
19844,MOZ,201007,0.0,23052697.0
19845,MOZ,201008,0.0,23106282.0
19846,MOZ,201009,7.0,23159993.0
19847,MOZ,201010,0.0,23213828.0
19848,MOZ,201011,0.0,23267788.0
19849,MOZ,201012,0.0,23321874.0
19850,MOZ,201101,0.0,23376085.0
19851,MOZ,201102,0.0,23430423.0
19852,MOZ,201103,0.0,23484887.0
19853,MOZ,201104,0.0,23539477.0
19854,MOZ,201105,0.0,23594195.0
19855,MOZ,201106,0.0,23649039.0
19856,MOZ,201107,0.0,23705687.0
19857,MOZ,201108,0.0,23762471.0
19858,MOZ,201109,0.0,23819391.0
19859,MOZ,201110,0.0,23876448.0
19860,MOZ,201111,0.0,23933641.0
19861,MOZ,201112,0.0,23990971.0
19862,MOZ,201201,0.0,24048438.0
19863,MOZ,201202,0.0,24106043.0
19864,MOZ,201203,2.0,24163786.0
19865,MOZ,201204,0.0,24221667.0
19866,MOZ,201205,0.0,24279687.0
19867,MOZ,201206,0.0,24337846.0
19868,MOZ,201207,0.0,24396542.0
19869,MOZ,201208,0.0,24455379.0
19870,MOZ,201209,0.0,24514358.0
19871,MOZ,201210,0.0,24573479.0
19872,MOZ,201211,0.0,24632743.0
19873,MOZ,201212,0.0,24692150.0
19874,MOZ,201301,0.0,24751700.0
19875,MOZ,201302,0.0,24811393.0
19876,MOZ,201303,0.0,24871231.0
19877,MOZ,201304,6.0,24931213.0
19878,MOZ,201305,0.0,24991339.0
19879,MOZ,201306,7.0,25051611.0
19880,MOZ,201307,0.0,25112204.0
19881,MOZ,201308,2.0,25172943.0
19882,MOZ,201309,0.0,25233829.0
19883,MOZ,201310,14.0,25294863.0
19884,MOZ,201311,13.0,25356044.0
19885,MOZ,201312,3.0,25417373.0
19886,MOZ,201401,11.0,25478850.0
19887,MOZ,201402,1.0,25540476.0
19888,MOZ,201403,5.0,25602252.0
19889,MOZ,201404,1.0,25664176.0
19890,MOZ,201405,2.0,25726251.0
19891,MOZ,201406,12.0,25788475.0
19892,MOZ,201407,1.0,25850895.0
19893,MOZ,201408,0.0,25913467.0
19894,MOZ,201409,0.0,25976190.0
19895,MOZ,201410,0.0,26039064.0
19896,MOZ,201411,0.0,26102091.0
19897,MOZ,201412,0.0,26165271.0
19898,MOZ,201501,0.0,26228603.0
19899,MOZ,201502,0.0,26292089.0
19900,MOZ,201503,0.0,26355728.0
19901,MOZ,201504,0.0,26419522.0
19902,MOZ,201505,0.0,26483469.0
19903,MOZ,201506,0.0,26547572.0
19904,MOZ,201507,0.0,26612486.0
19905,MOZ,201508,0.0,26677559.0
19906,MOZ,201509,0.0,26742791.0
19907,MOZ,201510,0.0,26808183.0
19908,MOZ,201511,0.0,26873734.0
19909,MOZ,201512,0.0,26939446.0
19910,MOZ,201601,0.0,27005319.0
19911,MOZ,201602,7.0,27071352.0
19912,MOZ,201603,3.0,27137547.0
19913,MOZ,201604,22.0,27203904.0
19914,MOZ,201605,0.0,27270423.0
19915,MOZ,201606,2.0,27337105.0
19916,MOZ,201607,6.0,27405270.0
19917,MOZ,201608,11.0,27473604.0
19918,MOZ,201609,13.0,27542109.0
19919,MOZ,201610,3.0,27610785.0
19920,MOZ,201611,1.0,27679632.0
19921,MOZ,201612,0.0,27748651.0
19922,MOZ,201701,1.0,27817842.0
19923,MOZ,201702,0.0,27887205.0
19924,MOZ,201703,0.0,27956742.0
19925,MOZ,201704,0.0,28026452.0
19926,MOZ,201705,0.0,28096335.0
19927,MOZ,201706,0.0,28166393.0
19928,MOZ,201707,0.0,28236448.0
19929,MOZ,201708,0.0,28306676.0
19930,MOZ,201709,0.0,28377080.0
19931,MOZ,201710,0.0,28447659.0
19932,MOZ,201711,2.0,28518413.0
19933,MOZ,201712,0.0,28589343.0
19934,MOZ,201801,9.0,28660450.0
19935,MOZ,201802,0.0,28731733.0
19936,MOZ,201803,1.0,28803194.0
19937,MOZ,201804,1.0,28874832.0
19938,MOZ,201805,10.0,28946649.0
19939,MOZ,201806,45.0,29018644.0
19940,MOZ,201807,12.0,29089821.0
19941,MOZ,201808,18.0,29161172.0
19942,MOZ,201809,15.0,29232698.0
19943,MOZ,201810,0.0,29304400.0
19944,MOZ,201811,21.0,29376277.0
19945,MOZ,201812,39.0,29448331.0
19946,MOZ,201901,33.0,29520561.0
19947,MOZ,201902,22.0,29592969.0
19948,MOZ,201903,67.0,29665554.0
19949,MOZ,201904,11.0,29738318.0
19950,MOZ,201905,53.0,29811259.0
19951,MOZ,201906,64.0,29884380.0
19952,MOZ,201907,33.0,29958308.0
19953,MOZ,201908,53.0,30032419.0
19954,MOZ,201909,44.0,30106713.0
19955,MOZ,201910,99.0,30181192.0
19956,MOZ,201911,82.0,30255854.0
19957,MOZ,201912,36.0,30330701.0
19958,MOZ,202001,42.0,30405733.0
19959,MOZ,202002,50.0,30480951.0
19960,MOZ,202003,109.0,30556355.0
19961,MOZ,202004,174.0,30631946.0
19962,MOZ,202005,120.0,30707723.0
19963,MOZ,202006,244.0,30783688.0
19964,MOZ,202007,107.0,30859658.0
19965,MOZ,202008,268.0,30935815.0
19966,MOZ,202009,126.0,31012160.0
19967,MOZ,202010,125.0,31088693.0
19968,MOZ,202011,154.0,31165416.0
19969,MOZ,202012,108.0,31242327.0
19970,MOZ,202101,84.0,31319429.0
19971,MOZ,202102,36.0,31396721.0
19972,MOZ,202103,1082.0,31474203.0
19973,MOZ,202104,42.0,31551877.0
19974,MOZ,202105,47.0,31629742.0
19975,MOZ,202106,57.0,31707800.0
19976,MOZ,202107,163.0,31785774.0
19977,MOZ,202108,72.0,31863939.0
19978,MOZ,202109,83.0,31942297.0
19979,MOZ,202110,70.0,32020848.0
19980,MOZ,202111,79.0,32099591.0
19981,MOZ,202112,58.0,32178529.0
19982,MOZ,202201,66.0,32257660.0
19983,MOZ,202202,64.0,32336986.0
19984,MOZ,202203,87.0,32416507.0
19985,MOZ,202204,26.0,32496224.0
19986,MOZ,202205,32.0,32576137.0
19987,MOZ,202206,70.0,32656246.0
19988,MOZ,202207,43.0,32736722.0
19989,MOZ,202208,49.0,32817397.0
19990,MOZ,202209,106.0,32898271.0
19991,MOZ,202210,67.0,32979343.0
19992,MOZ,202211,72.0,33060616.0
19993,MOZ,202212,35.0,33142089.0
19994,MOZ,202301,71.0,33223763.0
19995,MOZ,202302,29.0,33305638.0
19996,MOZ,202303,13.0,33387714.0
19997,MOZ,202304,16.0,33469993.0
19998,MOZ,202305,23.0,33552475.0
19999,MOZ,202306,18.0,33635160.0
20000,MOZ,202307,21.0,33718023.0
20001,MOZ,202308,26.0,33801097.0
20002,MOZ,202309,15.0,33884381.0
20003,MOZ,202310,5.0,33967877.0
20004,MOZ,202311,13.0,34051585.0
20005,MOZ,202312,21.0,34135505.0
20006,MOZ,202401,46.0,34219639.0
20007,MOZ,202402,52.0,34303987.0
20008,MOZ,202403,30.0,34388550.0
20009,MOZ,202404,39.0,34473328.0
20010,MOZ,202405,52.0,34558322.0
20011,MOZ,202406,8.0,34643533.0
20012,MOZ,202407,4.0,34728961.0
20013,MOZ,202408,11.0,34814595.0
20014,MOZ,202409,21.0,34900436.0
20015,MOZ,202410,52.0,34986484.0
20016,MOZ,202411,80.0,35072740.0
20017,MOZ,202412,150.0,35159203.0
20020,MRT,201001,0.0,3346169.0
20021,MRT,201002,0.0,3355081.0
20022,MRT,201003,0.0,3364016.0
20023,MRT,201004,0.0,3372975.0
20024,MRT,201005,0.0,3381958.0
20025,MRT,201006,0.0,3390965.0
20026,MRT,201007,0.0,3400147.0
20027,MRT,201008,1.0,3409355.0
20028,MRT,201009,0.0,3418587.0
20029,MRT,201010,0.0,3427844.0
20030,MRT,201011,0.0,3437127.0
20031,MRT,201012,0.0,3446434.0
20032,MRT,201101,0.0,3455767.0
20033,MRT,201102,5.0,3465125.0
20034,MRT,201103,0.0,3474508.0
20035,MRT,201104,0.0,3483917.0
20036,MRT,201105,1.0,3493351.0
20037,MRT,201106,0.0,3502811.0
20038,MRT,201107,6.0,3512352.0
20039,MRT,201108,0.0,3521919.0
20040,MRT,201109,1.0,3531512.0
20041,MRT,201110,0.0,3541131.0
20042,MRT,201111,0.0,3550777.0
20043,MRT,201112,0.0,3560448.0
20044,MRT,201201,0.0,3570146.0
20045,MRT,201202,0.0,3579871.0
20046,MRT,201203,0.0,3589622.0
20047,MRT,201204,0.0,3599399.0
20048,MRT,201205,0.0,3609203.0
20049,MRT,201206,0.0,3619034.0
20050,MRT,201207,1.0,3628504.0
20051,MRT,201208,0.0,3637998.0
20052,MRT,201209,0.0,3647517.0
20053,MRT,201210,0.0,3657061.0
20054,MRT,201211,0.0,3666630.0
20055,MRT,201212,0.0,3676224.0
20056,MRT,201301,0.0,3685843.0
20057,MRT,201302,0.0,3695488.0
20058,MRT,201303,0.0,3705157.0
20059,MRT,201304,0.0,3714852.0
20060,MRT,201305,0.0,3724572.0
20061,MRT,201306,0.0,3734318.0
20062,MRT,201307,0.0,3743704.0
20063,MRT,201308,0.0,3753113.0
20064,MRT,201309,0.0,3762545.0
20065,MRT,201310,0.0,3772002.0
20066,MRT,201311,0.0,3781482.0
20067,MRT,201312,0.0,3790986.0
20068,MRT,201401,0.0,3800514.0
20069,MRT,201402,0.0,3810066.0
20070,MRT,201403,0.0,3819642.0
20071,MRT,201404,0.0,3829242.0
20072,MRT,201405,0.0,3838866.0
20073,MRT,201406,0.0,3848514.0
20074,MRT,201407,0.0,3858167.0
20075,MRT,201408,0.0,3867844.0
20076,MRT,201409,0.0,3877545.0
20077,MRT,201410,0.0,3887271.0
20078,MRT,201411,0.0,3897021.0
20079,MRT,201412,0.0,3906795.0
20080,MRT,201501,0.0,3916594.0
20081,MRT,201502,0.0,3926418.0
20082,MRT,201503,0.0,3936266.0
20083,MRT,201504,0.0,3946139.0
20084,MRT,201505,0.0,3956037.0
20085,MRT,201506,0.0,3965959.0
20086,MRT,201507,0.0,3975880.0
20087,MRT,201508,0.0,3985825.0
20088,MRT,201509,0.0,3995795.0
20089,MRT,201510,0.0,4005790.0
20090,MRT,201511,0.0,4015810.0
20091,MRT,201512,0.0,4025856.0
20092,MRT,201601,0.0,4035926.0
20093,MRT,201602,0.0,4046022.0
20094,MRT,201603,0.0,4056142.0
20095,MRT,201604,0.0,4066289.0
20096,MRT,201605,0.0,4076460.0
20097,MRT,201606,0.0,4086657.0
20098,MRT,201607,0.0,4096845.0
20099,MRT,201608,0.0,4107058.0
20100,MRT,201609,0.0,4117296.0
20101,MRT,201610,0.0,4127561.0
20102,MRT,201611,0.0,4137850.0
20103,MRT,201612,0.0,4148166.0
20104,MRT,201701,0.0,4158507.0
20105,MRT,201702,0.0,4168874.0
20106,MRT,201703,0.0,4179266.0
20107,MRT,201704,0.0,4189685.0
20108,MRT,201705,0.0,4200129.0
20109,MRT,201706,0.0,4210600.0
20110,MRT,201707,0.0,4221047.0
20111,MRT,201708,0.0,4231519.0
20112,MRT,201709,0.0,4242018.0
20113,MRT,201710,0.0,4252542.0
20114,MRT,201711,0.0,4263093.0
20115,MRT,201712,0.0,4273670.0
20116,MRT,201801,0.0,4284273.0
20117,MRT,201802,0.0,4294903.0
20118,MRT,201803,0.0,4305559.0
20119,MRT,201804,0.0,4316241.0
20120,MRT,201805,0.0,4326950.0
20121,MRT,201806,0.0,4337685.0
20122,MRT,201807,0.0,4348374.0
20123,MRT,201808,0.0,4359090.0
20124,MRT,201809,0.0,4369832.0
20125,MRT,201810,0.0,4380600.0
20126,MRT,201811,0.0,4391395.0
20127,MRT,201812,0.0,4402216.0
20128,MRT,201901,0.0,4413065.0
20129,MRT,201902,0.0,4423940.0
20130,MRT,201903,0.0,4434841.0
20131,MRT,201904,0.0,4445770.0
20132,MRT,201905,0.0,4456725.0
20133,MRT,201906,0.0,4467708.0
20134,MRT,201907,0.0,4478596.0
20135,MRT,201908,0.0,4489511.0
20136,MRT,201909,0.0,4500452.0
20137,MRT,201910,0.0,4511420.0
20138,MRT,201911,0.0,4522415.0
20139,MRT,201912,0.0,4533436.0
20140,MRT,202001,0.0,4544484.0
20141,MRT,202002,0.0,4555560.0
20142,MRT,202003,0.0,4566662.0
20143,MRT,202004,0.0,4577791.0
20144,MRT,202005,0.0,4588947.0
20145,MRT,202006,0.0,4600131.0
20146,MRT,202007,0.0,4611212.0
20147,MRT,202008,0.0,4622319.0
20148,MRT,202009,0.0,4633453.0
20149,MRT,202010,0.0,4644614.0
20150,MRT,202011,0.0,4655802.0
20151,MRT,202012,0.0,4667016.0
20152,MRT,202101,0.0,4678258.0
20153,MRT,202102,0.0,4689527.0
20154,MRT,202103,0.0,4700823.0
20155,MRT,202104,0.0,4712146.0
20156,MRT,202105,0.0,4723496.0
20157,MRT,202106,0.0,4734874.0
20158,MRT,202107,0.0,4746447.0
20159,MRT,202108,0.0,4758049.0
20160,MRT,202109,0.0,4769679.0
20161,MRT,202110,0.0,4781338.0
20162,MRT,202111,0.0,4793025.0
20163,MRT,202112,0.0,4804740.0
20164,MRT,202201,0.0,4816484.0
20165,MRT,202202,0.0,4828257.0
20166,MRT,202203,0.0,4840059.0
20167,MRT,202204,0.0,4851889.0
20168,MRT,202205,0.0,4863749.0
20169,MRT,202206,0.0,4875637.0
20170,MRT,202207,0.0,4887705.0
20171,MRT,202208,0.0,4899803.0
20172,MRT,202209,0.0,4911931.0
20173,MRT,202210,0.0,4924089.0
20174,MRT,202211,0.0,4936277.0
20175,MRT,202212,0.0,4948495.0
20176,MRT,202301,0.0,4960743.0
20177,MRT,202302,0.0,4973022.0
20178,MRT,202303,6.0,4985331.0
20179,MRT,202304,0.0,4997670.0
20180,MRT,202305,0.0,5010040.0
20181,MRT,202306,0.0,5022441.0
20182,MRT,202307,0.0,5034725.0
20183,MRT,202308,0.0,5047038.0
20184,MRT,202309,0.0,5059380.0
20185,MRT,202310,0.0,5071750.0
20186,MRT,202311,0.0,5084149.0
20187,MRT,202312,0.0,5096576.0
20188,MRT,202401,0.0,5109032.0
20189,MRT,202402,0.0,5121517.0
20190,MRT,202403,0.0,5134031.0
20191,MRT,202404,3.0,5146573.0
20192,MRT,202405,0.0,5159145.0
20193,MRT,202406,0.0,5171745.0
20194,MRT,202407,1.0,5184374.0
20195,MRT,202408,0.0,5197035.0
20196,MRT,202409,0.0,5209726.0
20197,MRT,202410,0.0,5222450.0
20198,MRT,202411,0.0,5235204.0
20199,MRT,202412,0.0,5247991.0
20202,MUS,201001,0.0,1249161.0
20203,MUS,201002,0.0,1249409.0
20204,MUS,201003,0.0,1249657.0
20205,MUS,201004,0.0,1249904.0
20206,MUS,201005,0.0,1250152.0
20207,MUS,201006,0.0,1250400.0
20208,MUS,201007,0.0,1250567.0
20209,MUS,201008,0.0,1250734.0
20210,MUS,201009,0.0,1250901.0
20211,MUS,201010,0.0,1251068.0
20212,MUS,201011,0.0,1251235.0
20213,MUS,201012,0.0,1251402.0
20214,MUS,201101,0.0,1251569.0
20215,MUS,201102,0.0,1251736.0
20216,MUS,201103,0.0,1251903.0
20217,MUS,201104,0.0,1252070.0
20218,MUS,201105,0.0,1252237.0
20219,MUS,201106,0.0,1252404.0
20220,MUS,201107,0.0,1252693.0
20221,MUS,201108,0.0,1252983.0
20222,MUS,201109,0.0,1253273.0
20223,MUS,201110,0.0,1253562.0
20224,MUS,201111,0.0,1253852.0
20225,MUS,201112,0.0,1254142.0
20226,MUS,201201,0.0,1254432.0
20227,MUS,201202,0.0,1254722.0
20228,MUS,201203,0.0,1255012.0
20229,MUS,201204,0.0,1255302.0
20230,MUS,201205,0.0,1255592.0
20231,MUS,201206,0.0,1255882.0
20232,MUS,201207,0.0,1256135.0
20233,MUS,201208,0.0,1256389.0
20234,MUS,201209,0.0,1256643.0
20235,MUS,201210,0.0,1256896.0
20236,MUS,201211,0.0,1257150.0
20237,MUS,201212,0.0,1257404.0
20238,MUS,201301,0.0,1257657.0
20239,MUS,201302,0.0,1257911.0
20240,MUS,201303,0.0,1258165.0
20241,MUS,201304,0.0,1258419.0
20242,MUS,201305,0.0,1258673.0
20243,MUS,201306,0.0,1258927.0
20244,MUS,201307,0.0,1259117.0
20245,MUS,201308,0.0,1259307.0
20246,MUS,201309,0.0,1259497.0
20247,MUS,201310,0.0,1259687.0
20248,MUS,201311,0.0,1259877.0
20249,MUS,201312,0.0,1260067.0
20250,MUS,201401,0.0,1260257.0
20251,MUS,201402,0.0,1260447.0
20252,MUS,201403,0.0,1260637.0
20253,MUS,201404,0.0,1260828.0
20254,MUS,201405,0.0,1261018.0
20255,MUS,201406,0.0,1261208.0
20256,MUS,201407,0.0,1261347.0
20257,MUS,201408,0.0,1261486.0
20258,MUS,201409,0.0,1261626.0
20259,MUS,201410,0.0,1261765.0
20260,MUS,201411,0.0,1261904.0
20261,MUS,201412,0.0,1262043.0
20262,MUS,201501,0.0,1262182.0
20263,MUS,201502,0.0,1262322.0
20264,MUS,201503,0.0,1262461.0
20265,MUS,201504,0.0,1262600.0
20266,MUS,201505,0.0,1262740.0
20267,MUS,201506,0.0,1262879.0
20268,MUS,201507,0.0,1262951.0
20269,MUS,201508,0.0,1263024.0
20270,MUS,201509,0.0,1263096.0
20271,MUS,201510,0.0,1263168.0
20272,MUS,201511,0.0,1263241.0
20273,MUS,201512,0.0,1263313.0
20274,MUS,201601,0.0,1263385.0
20275,MUS,201602,0.0,1263458.0
20276,MUS,201603,0.0,1263530.0
20277,MUS,201604,0.0,1263602.0
20278,MUS,201605,0.0,1263675.0
20279,MUS,201606,0.0,1263747.0
20280,MUS,201607,0.0,1263842.0
20281,MUS,201608,0.0,1263937.0
20282,MUS,201609,0.0,1264032.0
20283,MUS,201610,0.0,1264127.0
20284,MUS,201611,0.0,1264222.0
20285,MUS,201612,0.0,1264317.0
20286,MUS,201701,0.0,1264412.0
20287,MUS,201702,0.0,1264507.0
20288,MUS,201703,0.0,1264602.0
20289,MUS,201704,0.0,1264697.0
20290,MUS,201705,0.0,1264792.0
20291,MUS,201706,0.0,1264887.0
20292,MUS,201707,0.0,1264944.0
20293,MUS,201708,0.0,1265002.0
20294,MUS,201709,0.0,1265059.0
20295,MUS,201710,0.0,1265117.0
20296,MUS,201711,0.0,1265174.0
20297,MUS,201712,0.0,1265232.0
20298,MUS,201801,0.0,1265289.0
20299,MUS,201802,0.0,1265347.0
20300,MUS,201803,0.0,1265404.0
20301,MUS,201804,0.0,1265462.0
20302,MUS,201805,0.0,1265519.0
20303,MUS,201806,0.0,1265577.0
20304,MUS,201807,0.0,1265611.0
20305,MUS,201808,0.0,1265645.0
20306,MUS,201809,0.0,1265679.0
20307,MUS,201810,0.0,1265713.0
20308,MUS,201811,0.0,1265747.0
20309,MUS,201812,0.0,1265781.0
20310,MUS,201901,0.0,1265815.0
20311,MUS,201902,0.0,1265849.0
20312,MUS,201903,0.0,1265883.0
20313,MUS,201904,0.0,1265917.0
20314,MUS,201905,0.0,1265951.0
20315,MUS,201906,0.0,1265985.0
20316,MUS,201907,0.0,1265987.0
20317,MUS,201908,0.0,1265990.0
20318,MUS,201909,0.0,1265992.0
20319,MUS,201910,0.0,1265995.0
20320,MUS,201911,0.0,1265997.0
20321,MUS,201912,0.0,1265999.0
20322,MUS,202001,0.0,1266002.0
20323,MUS,202002,0.0,1266004.0
20324,MUS,202003,0.0,1266007.0
20325,MUS,202004,0.0,1266009.0
20326,MUS,202005,0.0,1266012.0
20327,MUS,202006,0.0,1266014.0
20328,MUS,202007,0.0,1266041.0
20329,MUS,202008,0.0,1266067.0
20330,MUS,202009,0.0,1266094.0
20331,MUS,202010,0.0,1266121.0
20332,MUS,202011,0.0,1266147.0
20333,MUS,202012,0.0,1266174.0
20334,MUS,202101,0.0,1266201.0
20335,MUS,202102,0.0,1266227.0
20336,MUS,202103,0.0,1266254.0
20337,MUS,202104,0.0,1266281.0
20338,MUS,202105,0.0,1266307.0
20339,MUS,202106,0.0,1266334.0
20340,MUS,202107,0.0,1266016.0
20341,MUS,202108,0.0,1265698.0
20342,MUS,202109,0.0,1265380.0
20343,MUS,202110,0.0,1265062.0
20344,MUS,202111,0.0,1264745.0
20345,MUS,202112,0.0,1264427.0
20346,MUS,202201,0.0,1264110.0
20347,MUS,202202,0.0,1263792.0
20348,MUS,202203,0.0,1263475.0
20349,MUS,202204,0.0,1263157.0
20350,MUS,202205,0.0,1262840.0
20351,MUS,202206,0.0,1262523.0
20352,MUS,202207,0.0,1262399.0
20353,MUS,202208,0.0,1262276.0
20354,MUS,202209,0.0,1262152.0
20355,MUS,202210,0.0,1262029.0
20356,MUS,202211,0.0,1261905.0
20357,MUS,202212,0.0,1261782.0
20358,MUS,202301,0.0,1261658.0
20359,MUS,202302,0.0,1261535.0
20360,MUS,202303,0.0,1261411.0
20361,MUS,202304,0.0,1261288.0
20362,MUS,202305,0.0,1261164.0
20363,MUS,202306,0.0,1261041.0
20364,MUS,202307,0.0,1260966.0
20365,MUS,202308,0.0,1260888.0
20366,MUS,202309,0.0,1260809.0
20367,MUS,202310,0.0,1260728.0
20368,MUS,202311,0.0,1260646.0
20369,MUS,202312,0.0,1260561.0
20370,MUS,202401,0.0,1260474.0
20371,MUS,202402,0.0,1260386.0
20372,MUS,202403,0.0,1260295.0
20373,MUS,202404,0.0,1260203.0
20374,MUS,202405,0.0,1260108.0
20375,MUS,202406,0.0,1260011.0
20376,MUS,202407,0.0,1259912.0
20377,MUS,202408,0.0,1259812.0
20378,MUS,202409,0.0,1259709.0
20379,MUS,202410,0.0,1259605.0
20380,MUS,202411,0.0,1259500.0
20381,MUS,202412,0.0,1259392.0
20384,MWI,201001,0.0,14645471.0
20385,MWI,201002,0.0,14681492.0
20386,MWI,201003,0.0,14717601.0
20387,MWI,201004,0.0,14753799.0
20388,MWI,201005,0.0,14790087.0
20389,MWI,201006,0.0,14826463.0
20390,MWI,201007,0.0,14862523.0
20391,MWI,201008,0.0,14898671.0
20392,MWI,201009,0.0,14934907.0
20393,MWI,201010,0.0,14971231.0
20394,MWI,201011,0.0,15007644.0
20395,MWI,201012,0.0,15044145.0
20396,MWI,201101,0.0,15080734.0
20397,MWI,201102,0.0,15117413.0
20398,MWI,201103,0.0,15154181.0
20399,MWI,201104,0.0,15191038.0
20400,MWI,201105,0.0,15227985.0
20401,MWI,201106,0.0,15265022.0
20402,MWI,201107,0.0,15301583.0
20403,MWI,201108,0.0,15338231.0
20404,MWI,201109,0.0,15374967.0
20405,MWI,201110,0.0,15411791.0
20406,MWI,201111,0.0,15448704.0
20407,MWI,201112,0.0,15485704.0
20408,MWI,201201,0.0,15522794.0
20409,MWI,201202,0.0,15559972.0
20410,MWI,201203,0.0,15597239.0
20411,MWI,201204,0.0,15634595.0
20412,MWI,201205,0.0,15672041.0
20413,MWI,201206,0.0,15709577.0
20414,MWI,201207,0.0,15746775.0
20415,MWI,201208,0.0,15784062.0
20416,MWI,201209,0.0,15821436.0
20417,MWI,201210,0.0,15858899.0
20418,MWI,201211,0.0,15896451.0
20419,MWI,201212,0.0,15934092.0
20420,MWI,201301,0.0,15971822.0
20421,MWI,201302,0.0,16009641.0
20422,MWI,201303,0.0,16047550.0
20423,MWI,201304,0.0,16085549.0
20424,MWI,201305,0.0,16123637.0
20425,MWI,201306,0.0,16161816.0
20426,MWI,201307,0.0,16199636.0
20427,MWI,201308,0.0,16237544.0
20428,MWI,201309,0.0,16275541.0
20429,MWI,201310,0.0,16313626.0
20430,MWI,201311,0.0,16351801.0
20431,MWI,201312,0.0,16390065.0
20432,MWI,201401,0.0,16428419.0
20433,MWI,201402,0.0,16466862.0
20434,MWI,201403,0.0,16505396.0
20435,MWI,201404,0.0,16544019.0
20436,MWI,201405,0.0,16582733.0
20437,MWI,201406,0.0,16621538.0
20438,MWI,201407,0.0,16659723.0
20439,MWI,201408,0.0,16697995.0
20440,MWI,201409,0.0,16736355.0
20441,MWI,201410,0.0,16774803.0
20442,MWI,201411,0.0,16813340.0
20443,MWI,201412,0.0,16851965.0
20444,MWI,201501,0.0,16890679.0
20445,MWI,201502,0.0,16929482.0
20446,MWI,201503,0.0,16968374.0
20447,MWI,201504,0.0,17007355.0
20448,MWI,201505,0.0,17046426.0
20449,MWI,201506,0.0,17085587.0
20450,MWI,201507,0.0,17124443.0
20451,MWI,201508,0.0,17163388.0
20452,MWI,201509,0.0,17202421.0
20453,MWI,201510,0.0,17241543.0
20454,MWI,201511,0.0,17280754.0
20455,MWI,201512,0.0,17320054.0
20456,MWI,201601,0.0,17359444.0
20457,MWI,201602,0.0,17398923.0
20458,MWI,201603,0.0,17438492.0
20459,MWI,201604,0.0,17478151.0
20460,MWI,201605,0.0,17517900.0
20461,MWI,201606,0.0,17557739.0
20462,MWI,201607,0.0,17597407.0
20463,MWI,201608,0.0,17637165.0
20464,MWI,201609,0.0,17677012.0
20465,MWI,201610,0.0,17716950.0
20466,MWI,201611,0.0,17756977.0
20467,MWI,201612,0.0,17797095.0
20468,MWI,201701,0.0,17837304.0
20469,MWI,201702,0.0,17877604.0
20470,MWI,201703,0.0,17917995.0
20471,MWI,201704,0.0,17958477.0
20472,MWI,201705,0.0,17999050.0
20473,MWI,201706,0.0,18039715.0
20474,MWI,201707,0.0,18079916.0
20475,MWI,201708,0.0,18120206.0
20476,MWI,201709,0.0,18160586.0
20477,MWI,201710,0.0,18201056.0
20478,MWI,201711,0.0,18241617.0
20479,MWI,201712,0.0,18282267.0
20480,MWI,201801,0.0,18323009.0
20481,MWI,201802,0.0,18363841.0
20482,MWI,201803,0.0,18404764.0
20483,MWI,201804,0.0,18445778.0
20484,MWI,201805,0.0,18486884.0
20485,MWI,201806,0.0,18528081.0
20486,MWI,201807,0.0,18569052.0
20487,MWI,201808,0.0,18610113.0
20488,MWI,201809,0.0,18651265.0
20489,MWI,201810,0.0,18692508.0
20490,MWI,201811,0.0,18733842.0
20491,MWI,201812,0.0,18775268.0
20492,MWI,201901,0.0,18816785.0
20493,MWI,201902,0.0,18858394.0
20494,MWI,201903,0.0,18900095.0
20495,MWI,201904,0.0,18941888.0
20496,MWI,201905,0.0,18983774.0
20497,MWI,201906,0.0,19025752.0
20498,MWI,201907,0.0,19067587.0
20499,MWI,201908,0.0,19109514.0
20500,MWI,201909,0.0,19151533.0
20501,MWI,201910,0.0,19193645.0
20502,MWI,201911,0.0,19235849.0
20503,MWI,201912,0.0,19278146.0
20504,MWI,202001,0.0,19320536.0
20505,MWI,202002,0.0,19363019.0
20506,MWI,202003,0.0,19405596.0
20507,MWI,202004,0.0,19448266.0
20508,MWI,202005,0.0,19491030.0
20509,MWI,202006,0.0,19533888.0
20510,MWI,202007,0.0,19576162.0
20511,MWI,202008,0.0,19618528.0
20512,MWI,202009,0.0,19660985.0
20513,MWI,202010,0.0,19703534.0
20514,MWI,202011,0.0,19746175.0
20515,MWI,202012,0.0,19788908.0
